Date,Poor,Need improvement,Good
2025-07-22,0,0,97
2025-07-23,0,0,98
2025-07-24,0,0,97
2025-07-25,0,0,98
2025-07-26,0,0,101
2025-07-27,0,0,0
2025-07-28,0,0,108
2025-07-29,0,0,0
2025-07-30,0,0,0
2025-07-31,0,0,0
2025-08-01,0,0,0
2025-08-02,0,0,0
2025-08-03,0,0,0
